id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Dose (compared to AL),Treatment_length,Age_on_treatment,Strain,Other Variables,notes
433,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,757,50,,,724.1,50,,,mean,table s1,mice,Percent Reduction,Dietary restriction,B6F,female,60%,life,6 months,C57BL/6,None,
434,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,762.2,50,,,958,50,,,mean,table s1,mice,Percent Reduction,Dietary restriction,B6M,male,80%,life,6 months,C57BL/6,None,
435,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,762.2,50,,,880.8,50,,,mean,table s1,mice,Percent Reduction,Dietary restriction,B6M,male,60%,life,6 months,C57BL/6,None,
436,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,602,63,,,790,58,,,median,table s1,mice,Percent Reduction,Dietary restriction,D2F,female,80%,life,6 months,DBA2/J,None,
437,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,602,63,,,758,61,,,median,table s1,mice,Percent Reduction,Dietary restriction,D2F,female,60%,life,6 months,DBA2/J,None,
438,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,617,60,,,697,59,,,median,table s1,mice,Percent Reduction,Dietary restriction,D2M,male,80%,life,6 months,DBA2/J,None,
439,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,617,60,,,713,61,,,median,table s1,mice,Percent Reduction,Dietary restriction,D2M,male,60%,life,6 months,DBA2/J,None,
440,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,785,50,,,1096,50,,,median,table s1,mice,Percent Reduction,Dietary restriction,B6F,female,80%,life,6 months,C57BL/6,None,
441,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,785,50,,,754,50,,,median,table s1,mice,Percent Reduction,Dietary restriction,B6F,female,60%,life,6 months,C57BL/6,None,
442,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,807,50,,,999,50,,,median,table s1,mice,Percent Reduction,Dietary restriction,B6M,male,80%,life,6 months,C57BL/6,None,
443,"Mitchell, S. J. and Madrigal-Matute, J. and Scheibye-Knudsen, M. and Fang, E. and Aon, M. and Gonzalez-Reyes, J. A. and Cortassa, S. and Kaushik, S. and Gonzalez-Freire, M. and Patel, B. and Wahl, D. and Ali, A. and Calvo-Rubio, M. and Buron, M. I. and Guiterrez, V. and Ward, T. M. and Palacios, H. H. and Cai, H. and Frederick, D. W. and Hine, C. and Broeskamp, F. and Habering, L. and Dawson, J. and Beasley, T. M. and Wan, J. and Ikeno, Y. and Hubbard, G. and Becker, K. G. and Zhang, Y. and Bohr, V. A. and Longo, D. L. and Navas, P. and Ferrucci, L. and Sinclair, D. A. and Cohen, P. and Egan, J. M. and Mitchell, J. R. and Baur, J. A. and Allison, D. B. and Anson, R. M. and Villalba, J. M. and Madeo, F. and Cuervo, A. M. and Pearson, K. J. and Ingram, D. K. and Bernier, M. and de Cabo, R.","Effects of Sex, Strain, and Energy Intake on Hallmarks of Aging in Mice",2016,807,50,,,960,50,,,median,table s1,mice,Percent Reduction,Dietary restriction,B6M,male,60%,life,6 months,C57BL/6,None,
444,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,569.33,9,88.73978814,29.57992938,628.4,10,143.8920892,45.50267391,mean,etable2,mice,Percent Reduction,Dietary restriction,10CR,male,90%,life,5 months,C57BL/6J,None,
445,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,569.33,9,88.73978814,29.57992938,560.67,6,82.32780008,33.61018364,mean,etable2,mice,Percent Reduction,Dietary restriction,20CR,male,80%,life,5 months,C57BL/6J,None,
446,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,569.33,9,88.73978814,29.57992938,542,4,133.3266665,66.66333325,mean,etable2,mice,Percent Reduction,Dietary restriction,30CR,male,70%,life,5 months,C57BL/6J,None,
447,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,569.33,9,88.73978814,29.57992938,691.5,2,17.67766953,12.5,mean,etable2,mice,Percent Reduction,Dietary restriction,40CR,male,60%,life,5 months,C57BL/6J,None,
448,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,564,14,,,682,14,,,median,Fig 1A,mice,Percent Reduction,Dietary restriction,10%,male,90%,life,5 months,C57BL/6J,None,can't do others as less than half 
449,"Mitchell, Sharon E. and Togo, Jacques and Green, Cara L. and Derous, Davina and Hambly, Catherine and Speakman, John R.",The Effects of Graded Levels of Calorie Restriction: XX. Impact of Long-Term Graded Calorie Restriction on Survival and Body Mass Dynamics in Male C57BL/6J Mice,2023,564,14,,,635,12,,,median,Fig 1A,mice,Percent Reduction,Dietary restriction,20%,male,80%,life,5 months,C57BL/6J,None,can't do others as less than half 
450,"Murtagh-Mark, C. M. and Reiser, K. M. and Harris, R., Jr. and McDonald, R. B.",Source of dietary carbohydrate affects life span of Fischer 344 rats independent of caloric restriction,1995,659,41,121.6593605,19,890,42,116.6533326,18,mean,Table 2,rats,Percent Reduction,Dietary restriction,Restricted - Sucrose,male,60%,life,19 weeks,Fischer 344,Diet,
451,"Murtagh-Mark, C. M. and Reiser, K. M. and Harris, R., Jr. and McDonald, R. B.",Source of dietary carbohydrate affects life span of Fischer 344 rats independent of caloric restriction,1995,720,41,147.2718575,23,726,42,200.9029617,31,mean,Table 2,rats,Percent Reduction,Dietary restriction,Restricted -Cornstarch,male,60%,life,19 weeks,Fischer 344,Diet,
452,"Murtagh-Mark, C. M. and Reiser, K. M. and Harris, R., Jr. and McDonald, R. B.",Source of dietary carbohydrate affects life span of Fischer 344 rats independent of caloric restriction,1995,685,41,,,906,42,,,median,Table 2,rats,Percent Reduction,Dietary restriction,Restricted - Sucrose,male,60%,life,19 weeks,Fischer 344,Diet,
453,"Murtagh-Mark, C. M. and Reiser, K. M. and Harris, R., Jr. and McDonald, R. B.",Source of dietary carbohydrate affects life span of Fischer 344 rats independent of caloric restriction,1995,762,41,,,749,42,,,median,Table 2,rats,Percent Reduction,Dietary restriction,Restricted -Cornstarch,male,60%,life,19 weeks,Fischer 344,Diet,
454,"Palliyaguru, D. L. and Minor, R. K. and Mitchell, S. J. and Palacios, H. H. and Licata, J. J. and Ward, T. M. and Abulwerdi, G. and Elliott, P. and Westphal, C. and Ellis, J. L. and Sinclair, D. A. and Price, N. L. and Bernier, M. and de Cabo, R.","Combining a High Dose of Metformin With the SIRT1 Activator, SRT1720, Reduces Life Span in Aged Mice Fed a High-Fat Diet",2020,103,99,,,107,90,,,median,supp table 1,mice,Metformin,Metformin,HFD + Met,male,1% wt/wt food,life,56 weeks,C57BL/6J,Fat,HFD - HFD + Met
455,"Palliyaguru, D. L. and Minor, R. K. and Mitchell, S. J. and Palacios, H. H. and Licata, J. J. and Ward, T. M. and Abulwerdi, G. and Elliott, P. and Westphal, C. and Ellis, J. L. and Sinclair, D. A. and Price, N. L. and Bernier, M. and de Cabo, R.","Combining a High Dose of Metformin With the SIRT1 Activator, SRT1720, Reduces Life Span in Aged Mice Fed a High-Fat Diet",2020,115,100,,,84,102,,,median,supp table 1,mice,Metformin,Metformin,HFD + + SRT1720+MET,male,1% wt/wt food,life,56 weeks,C57BL/6J,Fat,HFD+SRT1720 - HFD + SRT1720+Met
456,"Parihar, M. and Dodds, S. G. and Hubbard, G. and Javors, M. A. and Strong, R. and Hasty, P. and Sharp, Z. D.",Rapamycin Extends Life Span in Apc(Min/+) Colon Cancer FAP Model,2021,111.3044,5,,,302.6088,5,,,median,fig1,mice,Rapamycin,Rapamycin,RD,male,42 ppm,life,4 weeks,ApcMin/+ colon cancer model mice,colon cancer model,
457,"Parihar, M. and Dodds, S. G. and Hubbard, G. and Javors, M. A. and Strong, R. and Hasty, P. and Sharp, Z. D.",Rapamycin Extends Life Span in Apc(Min/+) Colon Cancer FAP Model,2021,111.3044,5,,,360.0001,5,,,median,fig1,mice,Rapamycin,Rapamycin,RD,female,42 ppm,life,4 weeks,ApcMin/+ colon cancer model mice,colon cancer model,
458,"Parihar, M. and Dodds, S. G. and Javors, M. and Strong, R. and Hasty, P. and Sharp, Z. D.",Sex-dependent lifespan extension of Apc (Min/+) FAP mice by chronic mTOR inhibition,2020,218.75,5,,,997.396,5,,,median,fig1,mice,Rapamycin,Rapamycin,Rapa,male,42 ppm,life,4 weeks,ApcMin/+ FAP mice,colon cancer model,
459,"Parihar, M. and Dodds, S. G. and Javors, M. and Strong, R. and Hasty, P. and Sharp, Z. D.",Sex-dependent lifespan extension of Apc (Min/+) FAP mice by chronic mTOR inhibition,2020,255.2085,5,,,664.0625,5,,,median,fig1,mice,Rapamycin,Rapamycin,Rapa,female,42 ppm,life,4 weeks,ApcMin/+ FAP mice,colon cancer model,
460,"Patel, S. A. and Chaudhari, A. and Gupta, R. and Velingkaar, N. and Kondratov, R. V.",Circadian clocks govern calorie restriction-mediated life span extension through BMAL1- and IGF-1-dependent mechanisms,2016,241.9752,18,,,141.9753,36,,,median,Fig2A,mice,Percent Reduction,Dietary restriction,CR,mixed,70%,life,3 months,Bmal1-/- mice,clock-deficient mice,
461,"Patel, S. A. and Chaudhari, A. and Gupta, R. and Velingkaar, N. and Kondratov, R. V.",Circadian clocks govern calorie restriction-mediated life span extension through BMAL1- and IGF-1-dependent mechanisms,2016,244,9,,,145,23,,,median,Fig2B,mice,Percent Reduction,Dietary restriction,CR,female,70%,life,3 months,Bmal1-/- mice,clock-deficient mice,
462,"Patel, S. A. and Chaudhari, A. and Gupta, R. and Velingkaar, N. and Kondratov, R. V.",Circadian clocks govern calorie restriction-mediated life span extension through BMAL1- and IGF-1-dependent mechanisms,2016,245,9,,,157,13,,,median,Fig2C,mice,Percent Reduction,Dietary restriction,CR,male,70%,life,3 months,Bmal1-/- mice,clock-deficient mice,
463,"Patel, S. A. and Chaudhari, A. and Gupta, R. and Velingkaar, N. and Kondratov, R. V.",Circadian clocks govern calorie restriction-mediated life span extension through BMAL1- and IGF-1-dependent mechanisms,2016,837.736,73,,,1098.113,31,,,median,fig 2D,mice,Percent Reduction,Dietary restriction,WT30%CR,mixed,70%,life,3 months,C57B6/J,None,
464,"Patel, S. A. and Chaudhari, A. and Gupta, R. and Velingkaar, N. and Kondratov, R. V.",Circadian clocks govern calorie restriction-mediated life span extension through BMAL1- and IGF-1-dependent mechanisms,2016,241.9752,18,,,183,21,,,median,Fig2A,mice,Percent Reduction,Dietary restriction,Cradj,mixed,70%,life,3 months,Bmal1-/- mice,clock-deficient mice,
